table_row_id,run_mode,dataset_id,baseline_system_id,system_id,specialist_composition_id,mean_correctness_delta,direction_vs_baseline,decision_pairwise_agreement,mean_abs_probability_difference,row_count,source_metric_manifest_hash,source_metric_artifact_hash
d2139061a5cb1cda018adb54,audit,breast_cancer_wisconsin,veto_mavs,pure_mavs_gc,rf_gbt_pair,0.0,neutral,1.0,4.503370921841604e-19,1620,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,06ac4f4dbfd5d75eb69666861efa602da9f7ea6c0c3aef49fad8520c68fd4af4
62f97c8dd9e328d956b6a955,audit,breast_cancer_wisconsin,veto_mavs,pure_mavs_gc,rf_mlp_pair,0.008024691358024692,pure_mavs_higher,0.9882716049382716,8.727158227908005e-20,1620,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,06ac4f4dbfd5d75eb69666861efa602da9f7ea6c0c3aef49fad8520c68fd4af4
b99358ab408ea22bd54139c2,audit,credit_card_fraud,mean_ensemble,pure_mavs_gc,full_rf_gbt_mlp,-0.001851851851851852,pure_mavs_lower,0.9981481481481481,1.1878551436306142e-05,1620,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,06ac4f4dbfd5d75eb69666861efa602da9f7ea6c0c3aef49fad8520c68fd4af4
0ced6ffc1ac4356571092ca3,audit,credit_card_fraud,mean_ensemble,pure_mavs_gc,gbt_mlp_pair,-0.0024691358024691358,pure_mavs_lower,0.9876543209876543,6.681897833392146e-19,1620,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,06ac4f4dbfd5d75eb69666861efa602da9f7ea6c0c3aef49fad8520c68fd4af4
b7748906dbd7b7720cb7c248,audit,credit_card_fraud,mean_ensemble,pure_mavs_gc,rf_gbt_pair,0.0,neutral,1.0,4.668761947690666e-19,1620,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,06ac4f4dbfd5d75eb69666861efa602da9f7ea6c0c3aef49fad8520c68fd4af4
477f6827c3cc47dca00e27a1,audit,credit_card_fraud,mean_ensemble,pure_mavs_gc,rf_mlp_pair,-0.019135802469135803,pure_mavs_lower,0.9672839506172839,1.11364963889869e-19,1620,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,06ac4f4dbfd5d75eb69666861efa602da9f7ea6c0c3aef49fad8520c68fd4af4
36a4bb46b1569b12e445f0ad,audit,credit_card_fraud,single_model,pure_mavs_gc,full_rf_gbt_mlp,0.0,neutral,0.9962962962962963,0.0009738044661997492,1620,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,06ac4f4dbfd5d75eb69666861efa602da9f7ea6c0c3aef49fad8520c68fd4af4
064babed7b20315a82ab70ae,audit,credit_card_fraud,single_model,pure_mavs_gc,gbt_mlp_pair,-0.007407407407407408,pure_mavs_lower,0.9888888888888889,0.0029116172131472906,1620,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,06ac4f4dbfd5d75eb69666861efa602da9f7ea6c0c3aef49fad8520c68fd4af4
d9f985c698a29f684e531ae2,audit,credit_card_fraud,single_model,pure_mavs_gc,rf_gbt_pair,0.0,neutral,1.0,0.0042900081331746194,1620,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,06ac4f4dbfd5d75eb69666861efa602da9f7ea6c0c3aef49fad8520c68fd4af4
bc9513bd932f4e95c7e790b5,audit,credit_card_fraud,single_model,pure_mavs_gc,rf_mlp_pair,-0.024691358024691357,pure_mavs_lower,0.9617283950617284,0.008148797465131901,1620,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,06ac4f4dbfd5d75eb69666861efa602da9f7ea6c0c3aef49fad8520c68fd4af4
97d20e5c90c4189ca96a68c3,audit,credit_card_fraud,static_weighted_ensemble,pure_mavs_gc,full_rf_gbt_mlp,-0.001851851851851852,pure_mavs_lower,0.9981481481481481,0.0019020432860086828,1620,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,06ac4f4dbfd5d75eb69666861efa602da9f7ea6c0c3aef49fad8520c68fd4af4
10cc8a2ab1af514acb58b2a1,audit,credit_card_fraud,static_weighted_ensemble,pure_mavs_gc,gbt_mlp_pair,-0.009259259259259259,pure_mavs_lower,0.9907407407407407,0.0025840389162847728,1620,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,06ac4f4dbfd5d75eb69666861efa602da9f7ea6c0c3aef49fad8520c68fd4af4
785584c353a3fcf044251aa2,audit,credit_card_fraud,static_weighted_ensemble,pure_mavs_gc,rf_gbt_pair,0.0,neutral,1.0,0.001168162709804669,1620,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,06ac4f4dbfd5d75eb69666861efa602da9f7ea6c0c3aef49fad8520c68fd4af4
47fefc2ca38133fc43d660aa,audit,credit_card_fraud,static_weighted_ensemble,pure_mavs_gc,rf_mlp_pair,-0.02962962962962963,pure_mavs_lower,0.9703703703703703,0.005136497349785458,1620,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,06ac4f4dbfd5d75eb69666861efa602da9f7ea6c0c3aef49fad8520c68fd4af4
459b9741e5b7fb5b7a5dfdda,audit,credit_card_fraud,veto_mavs,pure_mavs_gc,full_rf_gbt_mlp,-0.001851851851851852,pure_mavs_lower,0.9981481481481481,1.1878551436306142e-05,1620,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,06ac4f4dbfd5d75eb69666861efa602da9f7ea6c0c3aef49fad8520c68fd4af4
